"Caller","Callee"
"android.app.ActivityManagerNative.activityPaused(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.unregisterProcessObserver(IProcessObserver)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.publishContentProviders(IApplicationThread, List)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.profileControl(String, int, boolean, String, ParcelFileDescriptor, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.profileControl(String, int, boolean, String, ParcelFileDescriptor, int)","android.app.ActivityManagerNative.PARCELABLE_WRITE_RETURN_VALUE"
"android.app.ActivityManagerNative.requestBugReport()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.moveTaskToFront(int, int, Bundle)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.onTransact(int, Parcel, Parcel, int)","android.app.ActivityManagerNative.CHAR_SEQUENCE_CREATOR"
"android.app.ActivityManagerNative.onTransact(int, Parcel, Parcel, int)","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.onTransact(int, Parcel, Parcel, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.onTransact(int, Parcel, Parcel, int)","android.app.ActivityManagerNative.PARCELABLE_WRITE_RETURN_VALUE"
"android.app.ActivityManagerNative.startNextMatchingActivity(IBinder, Intent, Bundle)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.startActivityAsUser(IApplicationThread, Intent, String, IBinder, String, int, int, String, ParcelFileDescriptor, Bundle, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.startActivityAsUser(IApplicationThread, Intent, String, IBinder, String, int, int, String, ParcelFileDescriptor, Bundle, int)","android.app.ActivityManagerNative.PARCELABLE_WRITE_RETURN_VALUE"
"android.app.ActivityManagerNative.grantUriPermission(IApplicationThread, String, Uri, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.unbroadcastIntent(IApplicationThread, Intent, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.removeSubTask(int, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.handleIncomingUser(int, int, int, boolean, boolean, String, String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.isUserRunning(int, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.clearPendingBackup()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getMemoryInfo(ActivityManager.MemoryInfo)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getActivityClassForToken(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.removeTask(int, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.killBackgroundProcesses(String, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.overridePendingTransition(IBinder, String, int, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.stopAppSwitches()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.removeContentProvider(IBinder, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.navigateUpTo(IBinder, Intent, int, Intent)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getCallingActivity(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.willActivityBeVisible(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.stopService(IApplicationThread, Intent, String, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.finishReceiver(IBinder, int, String, Bundle, boolean)","android.app.ActivityManagerNative.FLAG_ONEWAY"
"android.app.ActivityManagerNative.finishReceiver(IBinder, int, String, Bundle, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.activityResumed(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getRunningExternalApplications()","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getRunningExternalApplications()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getPackageForIntentSender(IIntentSender)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.registerReceiver(IApplicationThread, String, IIntentReceiver, IntentFilter, String, int)","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.registerReceiver(IApplicationThread, String, IIntentReceiver, IntentFilter, String, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.unregisterReceiver(IIntentReceiver)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.refContentProvider(IBinder, int, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getProcessMemoryInfo(int[])","android.app.ActivityManagerNative.MemoryInfo"
"android.app.ActivityManagerNative.getProcessMemoryInfo(int[])","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getProcessMemoryInfo(int[])","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.handleApplicationWtf(IBinder, String, ApplicationErrorReport.CrashInfo)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getRunningServiceControlPanel(ComponentName)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setAlwaysFinish(boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getProcessesInErrorState()","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getProcessesInErrorState()","android.app.ActivityManagerNative.ProcessErrorStateInfo"
"android.app.ActivityManagerNative.getProcessesInErrorState()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setServiceForeground(ComponentName, IBinder, int, Notification, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getContentProviderExternal(String, int, IBinder)","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getContentProviderExternal(String, int, IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.moveTaskToBack(int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.checkPermission(String, int, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getPackageAskScreenCompat(String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.finishHeavyWeightApp()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.isUserAMonkey()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.bindBackupAgent(ApplicationInfo, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getTaskThumbnails(int)","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getTaskThumbnails(int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getTaskThumbnails(int)","android.app.ActivityManagerNative.TaskThumbnails"
"android.app.ActivityManagerNative.cancelIntentSender(IIntentSender)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.serviceDoneExecuting(IBinder, int, int, int)","android.app.ActivityManagerNative.FLAG_ONEWAY"
"android.app.ActivityManagerNative.serviceDoneExecuting(IBinder, int, int, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.startActivities(IApplicationThread, Intent[], String[], IBinder, Bundle, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.startActivityIntentSender(IApplicationThread, IntentSender, Intent, String, IBinder, String, int, int, int, Bundle)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.resumeAppSwitches()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.unregisterUserSwitchObserver(IUserSwitchObserver)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.finishActivityAffinity(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.unbindBackupAgent(ApplicationInfo)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getLaunchedFromUid(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getPackageScreenCompatMode(String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.showBootMessage(CharSequence, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.dismissKeyguardOnNextActivity()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setPackageScreenCompatMode(String, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getConfiguration()","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getConfiguration()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.startInstrumentation(ComponentName, String, int, Bundle, IInstrumentationWatcher, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setFrontActivityScreenCompatMode(int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getFrontActivityScreenCompatMode()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.isImmersive(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.unbindService(IServiceConnection)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.grantUriPermissionFromOwner(IBinder, int, String, Uri, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.switchUser(int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setPackageAskScreenCompat(String, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.activityDestroyed(IBinder)","android.app.ActivityManagerNative.FLAG_ONEWAY"
"android.app.ActivityManagerNative.activityDestroyed(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getRunningUserIds()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.finishActivity(IBinder, int, Intent)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.enterSafeMode()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getRecentTasks(int, int, int)","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getRecentTasks(int, int, int)","android.app.ActivityManagerNative.RecentTaskInfo"
"android.app.ActivityManagerNative.getRecentTasks(int, int, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getProcessPss(int[])","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getRunningAppProcesses()","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getRunningAppProcesses()","android.app.ActivityManagerNative.RunningAppProcessInfo"
"android.app.ActivityManagerNative.getRunningAppProcesses()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.publishService(IBinder, Intent, IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.dumpHeap(String, int, boolean, String, ParcelFileDescriptor)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.dumpHeap(String, int, boolean, String, ParcelFileDescriptor)","android.app.ActivityManagerNative.PARCELABLE_WRITE_RETURN_VALUE"
"android.app.ActivityManagerNative.getUidForIntentSender(IIntentSender)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.signalPersistentProcesses(int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getCallingPackage(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getMyMemoryState(ActivityManager.RunningAppProcessInfo)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setProcessLimit(int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getIntentSender(int, String, IBinder, String, int, Intent[], String[], int, Bundle, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setRequestedOrientation(IBinder, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.openContentUri(Uri)","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.openContentUri(Uri)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getTaskForActivity(IBinder, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setActivityController(IActivityController)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.updatePersistentConfiguration(Configuration)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.startRunning(String, String, String, String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.moveTaskBackwards(int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.startActivityAndWait(IApplicationThread, Intent, String, IBinder, String, int, int, String, ParcelFileDescriptor, Bundle, int)","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.startActivityAndWait(IApplicationThread, Intent, String, IBinder, String, int, int, String, ParcelFileDescriptor, Bundle, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.startActivityAndWait(IApplicationThread, Intent, String, IBinder, String, int, int, String, ParcelFileDescriptor, Bundle, int)","android.app.ActivityManagerNative.PARCELABLE_WRITE_RETURN_VALUE"
"android.app.ActivityManagerNative.peekService(Intent, String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getDeviceConfigurationInfo()","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getDeviceConfigurationInfo()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.updateConfiguration(Configuration)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getCurrentUser()","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getCurrentUser()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.targetTaskAffinityMatchesActivity(IBinder, String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.clearApplicationUserData(String, IPackageDataObserver, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.broadcastIntent(IApplicationThread, Intent, String, IIntentReceiver, int, String, Bundle, String, boolean, boolean, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.bindService(IApplicationThread, IBinder, Intent, String, IServiceConnection, int, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.killPids(int[], String, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.isTopActivityImmersive()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.activityIdle(IBinder, Configuration, boolean)","android.app.ActivityManagerNative.FLAG_ONEWAY"
"android.app.ActivityManagerNative.activityIdle(IBinder, Configuration, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setImmersive(IBinder, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.removeContentProviderExternal(String, IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.stopServiceToken(ComponentName, IBinder, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setLockScreenShown(boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.activitySlept(IBinder)","android.app.ActivityManagerNative.FLAG_ONEWAY"
"android.app.ActivityManagerNative.activitySlept(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.registerUserSwitchObserver(IUserSwitchObserver)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.activityStopped(IBinder, Bundle, Bitmap, CharSequence)","android.app.ActivityManagerNative.FLAG_ONEWAY"
"android.app.ActivityManagerNative.activityStopped(IBinder, Bundle, Bitmap, CharSequence)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.handleApplicationStrictModeViolation(IBinder, int, StrictMode.ViolationInfo)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.wakingUp()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.finishInstrumentation(IApplicationThread, int, Bundle)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.isIntentSenderAnActivity(IIntentSender)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.handleApplicationCrash(IBinder, ApplicationErrorReport.CrashInfo)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.unstableProviderDied(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.backupAgentCreated(String, IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setProcessForeground(IBinder, int, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.revokeUriPermission(IApplicationThread, Uri, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.closeSystemDialogs(String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.killApplicationProcess(String, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getProcessLimit()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.forceStopPackage(String, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.moveActivityTaskToBack(IBinder, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.newUriPermissionOwner(String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.attachApplication(IApplicationThread)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.shutdown(int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.showWaitingForDebugger(IApplicationThread, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.reportThumbnail(IBinder, Bitmap, CharSequence)","android.app.ActivityManagerNative.FLAG_ONEWAY"
"android.app.ActivityManagerNative.reportThumbnail(IBinder, Bitmap, CharSequence)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.startActivityWithConfig(IApplicationThread, Intent, String, IBinder, String, int, int, Configuration, Bundle, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getPackageForToken(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.killAllBackgroundProcesses()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.startService(IApplicationThread, Intent, String, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getContentProvider(IApplicationThread, String, int, boolean)","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getContentProvider(IApplicationThread, String, int, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.killApplicationWithAppId(String, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.checkGrantUriPermission(int, String, Uri, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getProviderMimeType(Uri, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.isIntentSenderTargetedToPackage(IIntentSender)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.revokeUriPermissionFromOwner(IBinder, Uri, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.checkUriPermission(Uri, int, int, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.goingToSleep()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getTasks(int, int, IThumbnailReceiver)","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getTasks(int, int, IThumbnailReceiver)","android.app.ActivityManagerNative.RunningTaskInfo"
"android.app.ActivityManagerNative.getTasks(int, int, IThumbnailReceiver)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getTaskTopThumbnail(int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.inputDispatchingTimedOut(int, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.registerProcessObserver(IProcessObserver)","android.app.ActivityManagerNative.descriptor"
"android.webkit.DeviceMotionService.registerForAccelerometerSensor()","android.webkit.DeviceMotionService.TYPE_ACCELEROMETER"
"android.webkit.DeviceMotionService.registerForAccelerometerSensor()","android.webkit.DeviceMotionService.SENSOR_DELAY_UI"
"android.webkit.DeviceMotionService.onSensorChanged(SensorEvent)","android.webkit.DeviceMotionService.TYPE_ACCELEROMETER"
"android.webkit.DeviceMotionService.onSensorChanged(SensorEvent)","android.webkit.DeviceMotionService.values"
"android.webkit.DeviceMotionService.onSensorChanged(SensorEvent)","android.webkit.DeviceMotionService.length"
"android.webkit.DeviceMotionService.onSensorChanged(SensorEvent)","android.webkit.DeviceMotionService.THREAD_NAME"
"android.webkit.DeviceMotionService.onSensorChanged(SensorEvent)","android.webkit.DeviceMotionService.sensor"
"android.webkit.DeviceMotionService.sendErrorEvent()","android.webkit.DeviceMotionService.THREAD_NAME"
"android.webkit.DeviceMotionService.getSensorManager()","android.webkit.DeviceMotionService.SENSOR_SERVICE"
"android.webkit.DeviceMotionService.getSensorManager()","android.webkit.DeviceMotionService.THREAD_NAME"
"android.webkit.DeviceMotionService.onAccuracyChanged(Sensor, int)","android.webkit.DeviceMotionService.THREAD_NAME"
"android.widget.SimpleCursorAdapter.bindView(View, Context, Cursor)","android.widget.SimpleCursorAdapter.length"
"android.widget.SimpleCursorAdapter.findColumns(Cursor, String[])","android.widget.SimpleCursorAdapter.length"
"android.util.CharsetUtils.getDefaultVendor()","android.util.CharsetUtils.BRAND"
"android.os.SystemService.getState(String)","android.os.SystemService.STOPPED"
"android.os.SystemService.waitForAnyStopped(String[])","android.os.SystemService.STOPPED"
"android.os.SystemService.isRunning(String)","android.os.SystemService.RUNNING"
"android.os.SystemService.isStopped(String)","android.os.SystemService.STOPPED"
"android.webkit.SelectActionModeCallback.onActionItemClicked(ActionMode, MenuItem)","android.webkit.SelectActionModeCallback.R"
"android.webkit.SelectActionModeCallback.onActionItemClicked(ActionMode, MenuItem)","android.webkit.SelectActionModeCallback.copy"
"android.webkit.SelectActionModeCallback.onActionItemClicked(ActionMode, MenuItem)","android.webkit.SelectActionModeCallback.ACTION_WEB_SEARCH"
"android.webkit.SelectActionModeCallback.onActionItemClicked(ActionMode, MenuItem)","android.webkit.SelectActionModeCallback.QUERY"
"android.webkit.SelectActionModeCallback.onActionItemClicked(ActionMode, MenuItem)","android.webkit.SelectActionModeCallback.select_all"
"android.webkit.SelectActionModeCallback.onActionItemClicked(ActionMode, MenuItem)","android.webkit.SelectActionModeCallback.cut"
"android.webkit.SelectActionModeCallback.onActionItemClicked(ActionMode, MenuItem)","android.webkit.SelectActionModeCallback.paste"
"android.webkit.SelectActionModeCallback.onActionItemClicked(ActionMode, MenuItem)","android.webkit.SelectActionModeCallback.id"
"android.webkit.SelectActionModeCallback.onActionItemClicked(ActionMode, MenuItem)","android.webkit.SelectActionModeCallback.share"
"android.webkit.SelectActionModeCallback.onActionItemClicked(ActionMode, MenuItem)","android.webkit.SelectActionModeCallback.android"
"android.webkit.SelectActionModeCallback.onActionItemClicked(ActionMode, MenuItem)","android.webkit.SelectActionModeCallback.websearch"
"android.webkit.SelectActionModeCallback.onActionItemClicked(ActionMode, MenuItem)","android.webkit.SelectActionModeCallback.EXTRA_NEW_SEARCH"
"android.webkit.SelectActionModeCallback.onActionItemClicked(ActionMode, MenuItem)","android.webkit.SelectActionModeCallback.FLAG_ACTIVITY_NEW_TASK"
"android.webkit.SelectActionModeCallback.onActionItemClicked(ActionMode, MenuItem)","android.webkit.SelectActionModeCallback.internal"
"android.webkit.SelectActionModeCallback.onActionItemClicked(ActionMode, MenuItem)","android.webkit.SelectActionModeCallback.find"
"android.webkit.SelectActionModeCallback.onCreateActionMode(ActionMode, Menu)","android.webkit.SelectActionModeCallback.CLIPBOARD_SERVICE"
"com.android.internal.os.SamplingProfilerIntegration.generateSnapshotHeader(String, PackageInfo, PrintStream)","com.android.internal.os.SamplingProfilerIntegration.FINGERPRINT"
"com.android.internal.os.SamplingProfilerIntegration.generateSnapshotHeader(String, PackageInfo, PrintStream)","com.android.internal.os.SamplingProfilerIntegration.packageName"
"com.android.internal.os.SamplingProfilerIntegration.generateSnapshotHeader(String, PackageInfo, PrintStream)","com.android.internal.os.SamplingProfilerIntegration.versionCode"
"android.text.Html.end(SpannableStringBuilder, Class, Object)","android.text.Html.SPAN_EXCLUSIVE_EXCLUSIVE"
"android.text.Html.withinParagraph(StringBuilder, Spanned, int, int, int, boolean)","android.text.Html.length"
"android.text.Html.withinParagraph(StringBuilder, Spanned, int, int, int, boolean)","android.text.Html.ITALIC"
"android.text.Html.withinParagraph(StringBuilder, Spanned, int, int, int, boolean)","android.text.Html.BOLD"
"android.text.Html.startFont(SpannableStringBuilder, Attributes)","android.text.Html.SPAN_MARK_MARK"
"android.text.Html.getOpenParaTagWithDirection(Spanned, int, int)","android.text.Html.DIR_RIGHT_TO_LEFT"
"android.text.Html.getOpenParaTagWithDirection(Spanned, int, int)","android.text.Html.DIR_REQUEST_DEFAULT_LTR"
"android.text.Html.getOpenParaTagWithDirection(Spanned, int, int)","android.text.Html.DIR_LEFT_TO_RIGHT"
"android.text.Html.convert()","android.text.Html.length"
"android.text.Html.convert()","android.text.Html.SPAN_PARAGRAPH"
"android.text.Html.withinHtml(StringBuilder, Spanned)","android.text.Html.Alignment"
"android.text.Html.withinHtml(StringBuilder, Spanned)","android.text.Html.length"
"android.text.Html.withinHtml(StringBuilder, Spanned)","android.text.Html.ALIGN_OPPOSITE"
"android.text.Html.withinHtml(StringBuilder, Spanned)","android.text.Html.ALIGN_CENTER"
"android.text.Html.start(SpannableStringBuilder, Object)","android.text.Html.SPAN_MARK_MARK"
"android.text.Html.endFont(SpannableStringBuilder)","android.text.Html.SPAN_EXCLUSIVE_EXCLUSIVE"
"android.text.Html.endFont(SpannableStringBuilder)","android.text.Html.mFace"
"android.text.Html.endFont(SpannableStringBuilder)","android.text.Html.mColor"
"android.text.Html.startA(SpannableStringBuilder, Attributes)","android.text.Html.SPAN_MARK_MARK"
"android.text.Html.startImg(SpannableStringBuilder, Attributes, Html.ImageGetter)","android.text.Html.SPAN_EXCLUSIVE_EXCLUSIVE"
"android.text.Html.endHeader(SpannableStringBuilder)","android.text.Html.SPAN_EXCLUSIVE_EXCLUSIVE"
"android.text.Html.endHeader(SpannableStringBuilder)","android.text.Html.BOLD"
"android.text.Html.endHeader(SpannableStringBuilder)","android.text.Html.mLevel"
"android.text.Html.getLast(Spanned, Class)","android.text.Html.length"
"android.text.Html.endA(SpannableStringBuilder)","android.text.Html.mHref"
"android.text.Html.endA(SpannableStringBuilder)","android.text.Html.SPAN_EXCLUSIVE_EXCLUSIVE"
"android.text.Html.handleEndTag(String)","android.text.Html.ITALIC"
"android.text.Html.handleEndTag(String)","android.text.Html.BOLD"
"android.app.NativeActivity.finishedEvent(int, boolean)","android.app.NativeActivity.mNativeHandle"
"android.app.NativeActivity.onCreate(Bundle)","android.app.NativeActivity.packageName"
"android.app.NativeActivity.onCreate(Bundle)","android.app.NativeActivity.nativeLibraryDir"
"android.app.NativeActivity.onCreate(Bundle)","android.app.NativeActivity.LayoutParams"
"android.app.NativeActivity.onCreate(Bundle)","android.app.NativeActivity.SOFT_INPUT_ADJUST_RESIZE"
"android.app.NativeActivity.onCreate(Bundle)","android.app.NativeActivity.VERSION"
"android.app.NativeActivity.onCreate(Bundle)","android.app.NativeActivity.SDK_INT"
"android.app.NativeActivity.onCreate(Bundle)","android.app.NativeActivity.SOFT_INPUT_STATE_UNSPECIFIED"
"android.app.NativeActivity.onCreate(Bundle)","android.app.NativeActivity.applicationInfo"
"android.app.NativeActivity.onCreate(Bundle)","android.app.NativeActivity.INPUT_METHOD_SERVICE"
