"Caller","Callee"
"android.database.sqlite.SQLiteDatabase.execSQL(String, Object[])","android.database.sqlite.SQLiteProgram.close()"
"android.database.sqlite.SQLiteDatabase.execSQL(String, Object[])","android.os.SystemClock.uptimeMillis()"
"android.database.sqlite.SQLiteDatabase.execSQL(String, Object[])","android.database.sqlite.SQLiteDatabase.unlock()"
"android.database.sqlite.SQLiteDatabase.execSQL(String, Object[])","android.database.sqlite.SQLiteDatabase.onCorruption()"
"android.database.sqlite.SQLiteDatabase.execSQL(String, Object[])","android.database.sqlite.SQLiteDatabase.lock()"
"android.database.sqlite.SQLiteDatabase.execSQL(String, Object[])","android.database.sqlite.SQLiteStatement.execute()"
"android.database.sqlite.SQLiteDatabase.execSQL(String, Object[])","android.database.sqlite.SQLiteDatabase.compileStatement(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.execSQL(String, Object[])","android.database.DatabaseUtils.bindObjectToProgram(android.database.sqlite.SQLiteStatement, int, java.lang.Object)"
"android.database.sqlite.SQLiteDatabase.execSQL(String, Object[])","android.database.sqlite.SQLiteDatabase.logTimeStat(java.lang.String, long)"
"android.database.sqlite.SQLiteDatabase.removeSQLiteClosable(SQLiteClosable)","android.database.sqlite.SQLiteDatabase.unlock()"
"android.database.sqlite.SQLiteDatabase.removeSQLiteClosable(SQLiteClosable)","android.database.sqlite.SQLiteDatabase.lock()"
"android.database.sqlite.SQLiteDatabase.removeSQLiteClosable(SQLiteClosable)","java.util.WeakHashMap.remove(android.database.sqlite.SQLiteClosable)"
"android.database.sqlite.SQLiteDatabase.rawQuery(String, String[], int, int)","android.database.sqlite.SQLiteCursor.setLoadStyle(int, int)"
"android.database.sqlite.SQLiteDatabase.rawQuery(String, String[], int, int)","android.database.sqlite.SQLiteDatabase.rawQueryWithFactory(null, java.lang.String, java.lang.String[], null)"
"android.database.sqlite.SQLiteDatabase.replaceOrThrow(String, String, ContentValues)","android.database.sqlite.SQLiteDatabase.insertWithOnConflict(java.lang.String, java.lang.String, android.content.ContentValues, int)"
"android.database.sqlite.SQLiteDatabase.endTransaction()","android.database.sqlite.SQLiteDatabase.isOpen()"
"android.database.sqlite.SQLiteDatabase.endTransaction()","android.database.sqlite.SQLiteTransactionListener.onRollback()"
"android.database.sqlite.SQLiteDatabase.endTransaction()","android.util.Log.v(java.lang.String, java.lang.String)"
"android.database.sqlite.SQLiteDatabase.endTransaction()","java.util.concurrent.locks.ReentrantLock.getHoldCount()"
"android.database.sqlite.SQLiteDatabase.endTransaction()","java.lang.Thread.currentThread()"
"android.database.sqlite.SQLiteDatabase.endTransaction()","java.util.concurrent.locks.ReentrantLock.isHeldByCurrentThread()"
"android.database.sqlite.SQLiteDatabase.endTransaction()","android.database.sqlite.SQLiteDatabase.unlockForced()"
"android.database.sqlite.SQLiteDatabase.endTransaction()","android.util.Log.d(java.lang.String, java.lang.String)"
"android.database.sqlite.SQLiteDatabase.endTransaction()","android.database.sqlite.SQLiteTransactionListener.onCommit()"
"android.database.sqlite.SQLiteDatabase.endTransaction()","android.database.sqlite.SQLiteDatabase.execSQL(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.logTimeStat(String, long, String)","android.util.EventLog.writeEvent(int, java.lang.String, java.lang.String, long, java.lang.String, int)"
"android.database.sqlite.SQLiteDatabase.logTimeStat(String, long, String)","android.os.SystemClock.uptimeMillis()"
"android.database.sqlite.SQLiteDatabase.logTimeStat(String, long, String)","java.lang.String.substring(int, int)"
"android.database.sqlite.SQLiteDatabase.logTimeStat(String, long, String)","java.util.Random.nextInt(int)"
"android.database.sqlite.SQLiteDatabase.logTimeStat(String, long, String)","android.app.AppGlobals.getInitialPackage()"
"android.database.sqlite.SQLiteDatabase.logTimeStat(String, long, String)","android.os.SystemProperties.getInt(java.lang.String, int)"
"android.database.sqlite.SQLiteDatabase.logTimeStat(String, long, String)","android.database.sqlite.SQLiteDatabase.getPathForLogs()"
"android.database.sqlite.SQLiteDatabase.logTimeStat(String, long, String)","java.lang.String.length()"
"android.database.sqlite.SQLiteDatabase.markTableSyncable(String, String)","android.database.sqlite.SQLiteDatabase.markTableSyncable(java.lang.String, java.lang.String, java.lang.String, java.lang.String)"
"android.database.sqlite.SQLiteDatabase.setPageSize(long)","android.database.sqlite.SQLiteDatabase.execSQL(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.rowUpdated(String, long)","java.util.Map.get(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.rowUpdated(String, long)","android.database.sqlite.SQLiteDatabase.execSQL(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.database.sqlite.SQLiteDatabase.isOpen()"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","java.util.Iterator.next()"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.text.TextUtils.isEmpty(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.util.Log.isLoggable(java.lang.String, int)"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.database.sqlite.SQLiteDatabase.onCorruption()"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.database.sqlite.SQLiteDatabase.lock()"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.content.ContentValues.size()"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","java.lang.StringBuilder.append(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.util.Log.v(java.lang.String, java.lang.String)"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","java.lang.StringBuilder.toString()"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","java.util.Iterator.hasNext()"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","java.util.Set.size()"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.database.sqlite.SQLiteDatabase.lastChangeCount()"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","java.util.Map.Entry.getValue()"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.util.Log.e(java.lang.String, java.lang.String)"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.database.sqlite.SQLiteProgram.close()"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.database.sqlite.SQLiteDatabase.unlock()"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.database.sqlite.SQLiteProgram.bindString(int, java.lang.String)"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.content.ContentValues.valueSet()"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.database.sqlite.SQLiteStatement.execute()"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.database.sqlite.SQLiteDatabase.compileStatement(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","android.database.DatabaseUtils.bindObjectToProgram(android.database.sqlite.SQLiteStatement, int, java.lang.Object)"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","java.util.Map.Entry.getKey()"
"android.database.sqlite.SQLiteDatabase.updateWithOnConflict(String, ContentValues, String, String[], int)","java.util.Set.iterator()"
"android.database.sqlite.SQLiteDatabase.markTableSyncable(String, String, String)","android.database.sqlite.SQLiteDatabase.markTableSyncable(java.lang.String, java.lang.String, java.lang.String, null)"
"android.database.sqlite.SQLiteDatabase.findEditTable(String)","android.text.TextUtils.isEmpty(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.findEditTable(String)","java.lang.String.substring(int, int)"
"android.database.sqlite.SQLiteDatabase.findEditTable(String)","java.lang.String.indexOf(char)"
"android.database.sqlite.SQLiteDatabase.delete(String, String, String[])","android.database.sqlite.SQLiteDatabase.isOpen()"
"android.database.sqlite.SQLiteDatabase.delete(String, String, String[])","android.database.DatabaseUtils.bindObjectToProgram(android.database.sqlite.SQLiteStatement, int, java.lang.String)"
"android.database.sqlite.SQLiteDatabase.delete(String, String, String[])","android.text.TextUtils.isEmpty(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.delete(String, String, String[])","android.database.sqlite.SQLiteProgram.close()"
"android.database.sqlite.SQLiteDatabase.delete(String, String, String[])","android.database.sqlite.SQLiteDatabase.unlock()"
"android.database.sqlite.SQLiteDatabase.delete(String, String, String[])","android.database.sqlite.SQLiteDatabase.onCorruption()"
"android.database.sqlite.SQLiteDatabase.delete(String, String, String[])","android.database.sqlite.SQLiteDatabase.lock()"
"android.database.sqlite.SQLiteDatabase.delete(String, String, String[])","android.database.sqlite.SQLiteStatement.execute()"
"android.database.sqlite.SQLiteDatabase.delete(String, String, String[])","android.database.sqlite.SQLiteDatabase.compileStatement(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.delete(String, String, String[])","android.database.sqlite.SQLiteDatabase.lastChangeCount()"
"android.database.sqlite.SQLiteDatabase.openOrCreateDatabase(String, CursorFactory)","android.database.sqlite.SQLiteDatabase.openDatabase(java.lang.String, android.database.sqlite.SQLiteDatabase.CursorFactory, int)"
"android.database.sqlite.SQLiteDatabase.compileStatement(String)","android.database.sqlite.SQLiteDatabase.isOpen()"
"android.database.sqlite.SQLiteDatabase.compileStatement(String)","android.database.sqlite.SQLiteDatabase.unlock()"
"android.database.sqlite.SQLiteDatabase.compileStatement(String)","android.database.sqlite.SQLiteDatabase.lock()"
"android.database.sqlite.SQLiteDatabase.getDbStats()","android.database.sqlite.SQLiteDatabase.isOpen()"
"android.database.sqlite.SQLiteDatabase.getDbStats()","android.database.sqlite.SQLiteDatabase.getPath()"
"android.database.sqlite.SQLiteDatabase.getDbStats()","java.lang.String.substring(int)"
"android.database.sqlite.SQLiteDatabase.getDbStats()","android.database.sqlite.SQLiteDatabase.getAttachedDbs(android.database.sqlite.SQLiteDatabase)"
"android.database.sqlite.SQLiteDatabase.getDbStats()","android.database.sqlite.SQLiteDatabase.native_getDbLookaside()"
"android.database.sqlite.SQLiteDatabase.getDbStats()","java.lang.ref.Reference.get()"
"android.database.sqlite.SQLiteDatabase.getDbStats()","java.lang.String.lastIndexOf(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.getDbStats()","java.util.ArrayList.size()"
"android.database.sqlite.SQLiteDatabase.getDbStats()","java.lang.String.trim()"
"android.database.sqlite.SQLiteDatabase.getDbStats()","java.util.ArrayList.add(android.database.sqlite.SQLiteDebug.DbStats)"
"android.database.sqlite.SQLiteDatabase.getDbStats()","android.database.sqlite.SQLiteDatabase.getPageSize()"
"android.database.sqlite.SQLiteDatabase.getDbStats()","android.database.sqlite.SQLiteDatabase.getPragmaVal(android.database.sqlite.SQLiteDatabase, java.lang.String)"
"android.database.sqlite.SQLiteDatabase.getDbStats()","java.util.ArrayList.get(int)"
"android.database.sqlite.SQLiteDatabase.getDbStats()","android.database.sqlite.SQLiteDatabase.ActiveDatabases.getInstance()"
"android.database.sqlite.SQLiteDatabase.getDbStats()","java.lang.String.length()"
"android.database.sqlite.SQLiteDatabase.onCorruption()","android.database.sqlite.SQLiteDatabase.close()"
"android.database.sqlite.SQLiteDatabase.onCorruption()","android.util.Log.e(java.lang.String, java.lang.String)"
"android.database.sqlite.SQLiteDatabase.onCorruption()","android.util.EventLog.writeEvent(int, java.lang.String)"
"android.database.sqlite.SQLiteDatabase.onCorruption()","java.lang.String.equalsIgnoreCase(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.onCorruption()","java.io.File.delete()"
"android.database.sqlite.SQLiteDatabase.beginTransaction()","android.database.sqlite.SQLiteDatabase.beginTransactionWithListener(null)"
"android.database.sqlite.SQLiteDatabase.inTransaction()","java.util.concurrent.locks.ReentrantLock.getHoldCount()"
"android.database.sqlite.SQLiteDatabase.isInCompiledSqlCache(String)","java.util.Map.containsKey(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.getSyncedTables()","java.util.Map.get(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.getSyncedTables()","java.util.HashMap.put(java.lang.String, java.lang.String)"
"android.database.sqlite.SQLiteDatabase.getSyncedTables()","java.util.Map.keySet()"
"android.database.sqlite.SQLiteDatabase.getTime()","java.lang.System.currentTimeMillis()"
"android.database.sqlite.SQLiteDatabase.getTime()","java.text.Format.format(long)"
"android.database.sqlite.SQLiteDatabase.query(String, String[], String, String[], String, String, String)","android.database.sqlite.SQLiteDatabase.query(boolean, java.lang.String, java.lang.String[], java.lang.String, java.lang.String[], java.lang.String, java.lang.String, java.lang.String, null)"
"android.database.sqlite.SQLiteDatabase.yieldIfContendedHelper(boolean, long)","java.lang.Thread.sleep(long)"
"android.database.sqlite.SQLiteDatabase.yieldIfContendedHelper(boolean, long)","android.database.sqlite.SQLiteDatabase.beginTransactionWithListener(android.database.sqlite.SQLiteTransactionListener)"
"android.database.sqlite.SQLiteDatabase.yieldIfContendedHelper(boolean, long)","android.database.sqlite.SQLiteDatabase.setTransactionSuccessful()"
"android.database.sqlite.SQLiteDatabase.yieldIfContendedHelper(boolean, long)","java.util.concurrent.locks.ReentrantLock.getQueueLength()"
"android.database.sqlite.SQLiteDatabase.yieldIfContendedHelper(boolean, long)","android.os.SystemClock.elapsedRealtime()"
"android.database.sqlite.SQLiteDatabase.yieldIfContendedHelper(boolean, long)","android.os.Debug.threadCpuTimeNanos()"
"android.database.sqlite.SQLiteDatabase.yieldIfContendedHelper(boolean, long)","android.database.sqlite.SQLiteDatabase.endTransaction()"
"android.database.sqlite.SQLiteDatabase.yieldIfContendedHelper(boolean, long)","android.database.sqlite.SQLiteDatabase.isDbLockedByCurrentThread()"
"android.database.sqlite.SQLiteDatabase.yieldIfContendedHelper(boolean, long)","java.lang.Thread.interrupted()"
"android.database.sqlite.SQLiteDatabase.setVersion(int)","android.database.sqlite.SQLiteDatabase.execSQL(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.onAllReferencesReleased()","android.database.sqlite.SQLiteDatabase.isOpen()"
"android.database.sqlite.SQLiteDatabase.onAllReferencesReleased()","android.database.sqlite.SQLiteDatabase.dbclose()"
"android.database.sqlite.SQLiteDatabase.onAllReferencesReleased()","android.database.sqlite.SQLiteDatabase.getTime()"
"android.database.sqlite.SQLiteDatabase.unlockForced()","android.database.sqlite.SQLiteDatabase.checkLockHoldTime()"
"android.database.sqlite.SQLiteDatabase.unlockForced()","java.util.concurrent.locks.ReentrantLock.getHoldCount()"
"android.database.sqlite.SQLiteDatabase.unlockForced()","java.util.concurrent.locks.ReentrantLock.unlock()"
"android.database.sqlite.SQLiteDatabase.openDatabase(String, CursorFactory, int)","android.util.Log.e(java.lang.String, java.lang.String, android.database.sqlite.SQLiteDatabaseCorruptException)"
"android.database.sqlite.SQLiteDatabase.openDatabase(String, CursorFactory, int)","android.database.sqlite.SQLiteDatabase.enableSqlProfiling(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.openDatabase(String, CursorFactory, int)","android.util.EventLog.writeEvent(int, java.lang.String)"
"android.database.sqlite.SQLiteDatabase.openDatabase(String, CursorFactory, int)","java.util.HashSet.add(java.lang.ref.WeakReference<android.database.sqlite.SQLiteDatabase>)"
"android.database.sqlite.SQLiteDatabase.openDatabase(String, CursorFactory, int)","android.database.sqlite.SQLiteDatabase.enableSqlTracing(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.openDatabase(String, CursorFactory, int)","java.lang.String.equalsIgnoreCase(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.openDatabase(String, CursorFactory, int)","java.io.File.delete()"
"android.database.sqlite.SQLiteDatabase.openDatabase(String, CursorFactory, int)","android.database.sqlite.SQLiteDatabase.ActiveDatabases.getInstance()"
"android.database.sqlite.SQLiteDatabase.closeClosable()","java.util.Iterator.next()"
"android.database.sqlite.SQLiteDatabase.closeClosable()","java.util.WeakHashMap.entrySet()"
"android.database.sqlite.SQLiteDatabase.closeClosable()","android.database.sqlite.SQLiteClosable.onAllReferencesReleasedFromContainer()"
"android.database.sqlite.SQLiteDatabase.closeClosable()","android.database.sqlite.SQLiteDatabase.deallocCachedSqlStatements()"
"android.database.sqlite.SQLiteDatabase.closeClosable()","java.util.Iterator.hasNext()"
"android.database.sqlite.SQLiteDatabase.closeClosable()","java.util.Map.Entry.getKey()"
"android.database.sqlite.SQLiteDatabase.closeClosable()","java.util.Set.iterator()"
"android.database.sqlite.SQLiteDatabase.markTableSyncable(String, String, String, String)","android.database.sqlite.SQLiteDatabase.unlock()"
"android.database.sqlite.SQLiteDatabase.markTableSyncable(String, String, String, String)","android.database.sqlite.SQLiteDatabase.native_execSQL(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.markTableSyncable(String, String, String, String)","android.database.sqlite.SQLiteDatabase.lock()"
"android.database.sqlite.SQLiteDatabase.markTableSyncable(String, String, String, String)","java.util.Map.put(java.lang.String, android.database.sqlite.SQLiteDatabase.SyncUpdateInfo)"
"android.database.sqlite.SQLiteDatabase.insert(String, String, ContentValues)","android.database.sqlite.SQLiteDatabase.insertWithOnConflict(java.lang.String, java.lang.String, android.content.ContentValues, int)"
"android.database.sqlite.SQLiteDatabase.insert(String, String, ContentValues)","android.util.Log.e(java.lang.String, java.lang.String, android.database.SQLException)"
"android.database.sqlite.SQLiteDatabase.openOrCreateDatabase(File, CursorFactory)","android.database.sqlite.SQLiteDatabase.openOrCreateDatabase(java.lang.String, android.database.sqlite.SQLiteDatabase.CursorFactory)"
"android.database.sqlite.SQLiteDatabase.openOrCreateDatabase(File, CursorFactory)","java.io.File.getPath()"
"android.database.sqlite.SQLiteDatabase.close()","android.database.sqlite.SQLiteDatabase.isOpen()"
"android.database.sqlite.SQLiteDatabase.close()","android.database.sqlite.SQLiteDatabase.unlock()"
"android.database.sqlite.SQLiteDatabase.close()","android.database.sqlite.SQLiteDatabase.lock()"
"android.database.sqlite.SQLiteDatabase.close()","android.database.sqlite.SQLiteDatabase.onAllReferencesReleased()"
"android.database.sqlite.SQLiteDatabase.close()","android.database.sqlite.SQLiteDatabase.closeClosable()"
"android.database.sqlite.SQLiteDatabase.execSQL(String)","android.database.sqlite.SQLiteDatabase.isOpen()"
"android.database.sqlite.SQLiteDatabase.execSQL(String)","android.os.SystemClock.uptimeMillis()"
"android.database.sqlite.SQLiteDatabase.execSQL(String)","android.database.sqlite.SQLiteDatabase.unlock()"
"android.database.sqlite.SQLiteDatabase.execSQL(String)","android.database.sqlite.SQLiteDatabase.native_execSQL(java.lang.String)"
"android.database.sqlite.SQLiteDatabase.execSQL(String)","android.database.sqlite.SQLiteDatabase.onCorruption()"
"android.database.sqlite.SQLiteDatabase.execSQL(String)","android.database.sqlite.SQLiteDatabase.lock()"
"android.database.sqlite.SQLiteDatabase.execSQL(String)","android.database.sqlite.SQLiteDatabase.logTimeStat(java.lang.String, long, java.lang.String)"
"android.database.sqlite.SQLiteDatabase.execSQL(String)","android.database.sqlite.SQLiteDatabase.logTimeStat(java.lang.String, long, null)"
"android.database.sqlite.SQLiteDatabase.replace(String, String, ContentValues)","android.database.sqlite.SQLiteDatabase.insertWithOnConflict(java.lang.String, java.lang.String, android.content.ContentValues, int)"
"android.database.sqlite.SQLiteDatabase.replace(String, String, ContentValues)","android.util.Log.e(java.lang.String, java.lang.String, android.database.SQLException)"
"android.database.sqlite.SQLiteDatabase.isDbLockedByOtherThreads()","java.util.concurrent.locks.ReentrantLock.isLocked()"
"android.database.sqlite.SQLiteDatabase.isDbLockedByOtherThreads()","java.util.concurrent.locks.ReentrantLock.isHeldByCurrentThread()"
"android.database.sqlite.SQLiteDatabase.addSQLiteClosable(SQLiteClosable)","android.database.sqlite.SQLiteDatabase.unlock()"
"android.database.sqlite.SQLiteDatabase.addSQLiteClosable(SQLiteClosable)","android.database.sqlite.SQLiteDatabase.lock()"
"android.database.sqlite.SQLiteDatabase.addSQLiteClosable(SQLiteClosable)","java.util.WeakHashMap.put(android.database.sqlite.SQLiteClosable, null)"
"android.database.sqlite.SQLiteDatabase.setMaximumSize(long)","android.database.sqlite.SQLiteDatabase.isOpen()"
"android.database.sqlite.SQLiteDatabase.setMaximumSize(long)","android.database.sqlite.SQLiteProgram.close()"
"android.database.sqlite.SQLiteDatabase.setMaximumSize(long)","android.database.sqlite.SQLiteDatabase.unlock()"
"android.database.sqlite.SQLiteDatabase.setMaximumSize(long)","android.database.sqlite.SQLiteDatabase.getPageSize()"
"android.database.sqlite.SQLiteDatabase.setMaximumSize(long)","android.database.sqlite.SQLiteDatabase.lock()"
"android.database.sqlite.SQLiteDatabase.setMaximumSize(long)","android.database.sqlite.SQLiteStatement.simpleQueryForLong()"
"android.database.sqlite.SQLiteDatabase.yieldIfContendedSafely()","android.database.sqlite.SQLiteDatabase.yieldIfContendedHelper(boolean, int)"
"android.database.sqlite.SQLiteDatabase.rawQuery(String, String[])","android.database.sqlite.SQLiteDatabase.rawQueryWithFactory(null, java.lang.String, java.lang.String[], null)"
"android.text.method.MetaKeyKeyListener.getMetaState(CharSequence)","android.text.method.MetaKeyKeyListener.getActive(java.lang.CharSequence, java.lang.Object, int, int)"
"android.text.method.MetaKeyKeyListener.adjustMetaAfterKeypress(long)","android.text.method.MetaKeyKeyListener.adjust(long, int, long)"
"android.text.method.MetaKeyKeyListener.adjust(Spannable, Object)","android.text.Spanned.getSpanFlags(java.lang.Object)"
"android.text.method.MetaKeyKeyListener.adjust(Spannable, Object)","android.text.Spannable.setSpan(java.lang.Object, int, int, int)"
"android.text.method.MetaKeyKeyListener.adjust(Spannable, Object)","android.text.Spannable.removeSpan(java.lang.Object)"
"android.text.method.MetaKeyKeyListener.onKeyUp(View, Editable, int, KeyEvent)","android.text.method.MetaKeyKeyListener.release(android.text.Editable, java.lang.Object)"
"android.text.method.MetaKeyKeyListener.resetMetaState(Spannable)","android.text.Spannable.removeSpan(java.lang.Object)"
"android.text.method.MetaKeyKeyListener.clearMetaKeyState(Editable, int)","android.text.Spannable.removeSpan(java.lang.Object)"
"android.text.method.MetaKeyKeyListener.startSelecting(View, Spannable)","android.text.Spannable.setSpan(java.lang.Object, int, int, int)"
"android.text.method.MetaKeyKeyListener.stopSelecting(View, Spannable)","android.text.Spannable.removeSpan(java.lang.Object)"
"android.text.method.MetaKeyKeyListener.clearMetaKeyState(View, Editable, int)","android.text.method.MetaKeyKeyListener.clearMetaKeyState(android.text.Editable, int)"
"android.text.method.MetaKeyKeyListener.resetLockedMeta(long)","android.text.method.MetaKeyKeyListener.resetLock(long, int, long)"
"android.text.method.MetaKeyKeyListener.adjustMetaAfterKeypress(Spannable)","android.text.method.MetaKeyKeyListener.adjust(android.text.Spannable, java.lang.Object)"
"android.text.method.MetaKeyKeyListener.press(Editable, Object)","android.text.Spanned.getSpanFlags(java.lang.Object)"
"android.text.method.MetaKeyKeyListener.press(Editable, Object)","android.text.Spannable.setSpan(java.lang.Object, int, int, int)"
"android.text.method.MetaKeyKeyListener.press(Editable, Object)","android.text.Spannable.removeSpan(java.lang.Object)"
"android.text.method.MetaKeyKeyListener.handleKeyUp(long, int, KeyEvent)","android.text.method.MetaKeyKeyListener.release(long, int, long)"
"android.text.method.MetaKeyKeyListener.resetLockedMeta(Spannable)","android.text.method.MetaKeyKeyListener.resetLock(android.text.Spannable, java.lang.Object)"
"android.text.method.MetaKeyKeyListener.handleKeyDown(long, int, KeyEvent)","android.text.method.MetaKeyKeyListener.press(long, int, long)"
"android.text.method.MetaKeyKeyListener.onKeyDown(View, Editable, int, KeyEvent)","android.text.method.MetaKeyKeyListener.press(android.text.Editable, java.lang.Object)"
"android.text.method.MetaKeyKeyListener.getMetaState(CharSequence, int)","android.text.method.MetaKeyKeyListener.getActive(java.lang.CharSequence, java.lang.Object, int, int)"
"android.text.method.MetaKeyKeyListener.getMetaState(long)","android.text.method.MetaKeyKeyListener.getActive(long, int, int, int)"
"android.text.method.MetaKeyKeyListener.getMetaState(long, int)","android.text.method.MetaKeyKeyListener.getActive(long, int, int, int)"
"android.text.method.MetaKeyKeyListener.clearMetaKeyState(long, int)","android.text.method.MetaKeyKeyListener.resetLock(long, int, long)"
"android.text.method.MetaKeyKeyListener.resetLock(Spannable, Object)","android.text.Spanned.getSpanFlags(java.lang.Object)"
"android.text.method.MetaKeyKeyListener.resetLock(Spannable, Object)","android.text.Spannable.removeSpan(java.lang.Object)"
"android.text.method.MetaKeyKeyListener.getActive(CharSequence, Object, int, int)","android.text.Spanned.getSpanFlags(java.lang.Object)"
"android.text.method.MetaKeyKeyListener.release(Editable, Object)","android.text.Spanned.getSpanFlags(java.lang.Object)"
"android.text.method.MetaKeyKeyListener.release(Editable, Object)","android.text.Spannable.setSpan(java.lang.Object, int, int, int)"
"android.text.method.MetaKeyKeyListener.release(Editable, Object)","android.text.Spannable.removeSpan(java.lang.Object)"
"android.view.WindowOrientationListener.filterOrientation(float, float)","android.view.WindowOrientationListener.SensorEventListenerImpl.lowpassFilter(float, float, float)"
"android.view.WindowOrientationListener.disable()","android.util.Log.w(java.lang.String, java.lang.String)"
"android.view.WindowOrientationListener.disable()","android.hardware.SensorManager.unregisterListener(android.view.WindowOrientationListener.SensorEventListenerImpl)"
"android.view.WindowOrientationListener.disable()","android.util.Log.d(java.lang.String, java.lang.String)"
"android.view.WindowOrientationListener.onSensorChanged(SensorEvent)","android.view.WindowOrientationListener.SensorEventListenerImpl.filterOrientation(float, float)"
"android.view.WindowOrientationListener.onSensorChanged(SensorEvent)","android.view.WindowOrientationListener.SensorEventListenerImpl.vectorMagnitude(float, float, float)"
"android.view.WindowOrientationListener.onSensorChanged(SensorEvent)","java.lang.Math.abs(float)"
"android.view.WindowOrientationListener.onSensorChanged(SensorEvent)","android.view.WindowOrientationListener.SensorEventListenerImpl.lowpassFilter(float, float, float)"
"android.view.WindowOrientationListener.onSensorChanged(SensorEvent)","android.view.WindowOrientationListener.SensorEventListenerImpl.computeNewOrientation(float, float)"
"android.view.WindowOrientationListener.onSensorChanged(SensorEvent)","android.view.WindowOrientationListener.SensorEventListenerImpl.tiltAngle(float, float)"
"android.view.WindowOrientationListener.onSensorChanged(SensorEvent)","android.view.WindowOrientationListener.SensorEventListenerImpl.checkFullyTilted(float)"
"android.view.WindowOrientationListener.onSensorChanged(SensorEvent)","android.view.WindowOrientationListener.SensorEventListenerImpl.calculateNewRotation(float, float)"
"android.view.WindowOrientationListener.onSensorChanged(SensorEvent)","android.view.WindowOrientationListener.SensorEventListenerImpl.handleAccelerationDistrust(float)"
"android.view.WindowOrientationListener.enable()","android.util.Log.w(java.lang.String, java.lang.String)"
"android.view.WindowOrientationListener.enable()","android.util.Log.d(java.lang.String, java.lang.String)"
"android.view.WindowOrientationListener.enable()","android.hardware.SensorManager.registerListener(android.view.WindowOrientationListener.SensorEventListenerImpl, android.hardware.Sensor, int)"
"android.view.WindowOrientationListener.tiltAngle(float, float)","java.lang.Math.asin(float)"
"android.view.WindowOrientationListener.calculateNewRotation(float, float)","android.util.Log.i(java.lang.String, java.lang.String)"
"android.view.WindowOrientationListener.calculateNewRotation(float, float)","android.view.WindowOrientationListener.onOrientationChanged(int)"
"android.view.WindowOrientationListener.vectorMagnitude(float, float, float)","java.lang.Math.sqrt(float)"
